"collection","period_label","year"
"Fototeca Fahy","14th century","1972"
"Fototeca Fahy","14th century","1973"
"Fototeca Fahy","14th century","1974"
"Fototeca Fahy","14th century","1975"
"Fototeca Fahy","14th century","1976"
"Fototeca Fahy","14th century","1977"
"Fototeca Fahy","14th century","1978"
"Fototeca Fahy","14th century","1979"
"Fototeca Fahy","14th century","1980"
"Fototeca Fahy","14th century","1981"
"Fototeca Fahy","14th century","1982"
"Fototeca Fahy","14th century","1983"
"Fototeca Fahy","14th century","1984"
"Fototeca Fahy","14th century","1985"
"Fototeca Fahy","14th century","1986"
"Fototeca Fahy","14th century","1987"
"Fototeca Fahy","14th century","1988"
"Fototeca Fahy","14th century","1989"
"Fototeca Fahy","14th century","1990"
"Fototeca Fahy","14th century","1991"
"Fototeca Fahy","14th century","1992"
"Fototeca Fahy","14th century","1993"
"Fototeca Fahy","14th century","1994"
"Fototeca Fahy","14th century","1995"
"Fototeca Fahy","14th century","1996"
"Fototeca Fahy","14th century","1997"
"Fototeca Fahy","14th century","1998"
"Fototeca Fahy","14th century","1999"
"Fototeca Fahy","14th century","2000"
"Fototeca Fahy","14th century","2001"
"Fototeca Fahy","14th century","2002"
"Fototeca Fahy","14th century","2003"
"Fototeca Fahy","14th century","2004"
"Fototeca Fahy","14th century","2005"
"Fototeca Fahy","14th century","2006"
"Fototeca Fahy","14th century","2007"
"Fototeca Fahy","14th century","2008"
"Fototeca Fahy","14th century","2009"
"Fototeca Fahy","14th century","2010"
"Fototeca Fahy","14th century","2011"
"Fototeca Fahy","14th century","2012"
"Fototeca Fahy","14th century","2013"
"Fototeca Fahy","14th century","2014"
"Fototeca Fahy","14th century","2015"
"Fototeca Fahy","14th century","2016"
"Fototeca Fahy","14th century","2017"
"Fototeca Fahy","14th century","2018"
"Nachlass Richard Krautheimer","Renaissance","1943"
"Nachlass Richard Krautheimer","Renaissance","1944"
"Nachlass Richard Krautheimer","Renaissance","1945"
"Nachlass Richard Krautheimer","Renaissance","1946"
"Nachlass Richard Krautheimer","Renaissance","1947"
"Nachlass Richard Krautheimer","Renaissance","1948"
"Nachlass Richard Krautheimer","Renaissance","1949"
"Nachlass Richard Krautheimer","Renaissance","1950"
"Nachlass Richard Krautheimer","Renaissance","1951"
"Nachlass Richard Krautheimer","Renaissance","1952"
"Nachlass Richard Krautheimer","Renaissance","1953"
"Nachlass Richard Krautheimer","Renaissance","1954"
"Nachlass Richard Krautheimer","Renaissance","1955"
"Nachlass Richard Krautheimer","Renaissance","1956"
"Nachlass Richard Krautheimer","Renaissance","1957"
"Nachlass Richard Krautheimer","Renaissance","1958"
"Nachlass Richard Krautheimer","Renaissance","1959"
"Nachlass Richard Krautheimer","Renaissance","1960"
"Nachlass Richard Krautheimer","Renaissance","1961"
"Nachlass Richard Krautheimer","Renaissance","1962"
"Nachlass Richard Krautheimer","Renaissance","1963"
"Nachlass Richard Krautheimer","Renaissance","1964"
"Nachlass Richard Krautheimer","Renaissance","1965"
"Nachlass Richard Krautheimer","Renaissance","1966"
"Nachlass Richard Krautheimer","Renaissance","1967"
"Nachlass Richard Krautheimer","Renaissance","1968"
"Nachlass Richard Krautheimer","Renaissance","1969"
"Nachlass Richard Krautheimer","Renaissance","1970"
"Nachlass Richard Krautheimer","Renaissance","1971"
"Nachlass Richard Krautheimer","Renaissance","1972"
"Nachlass Richard Krautheimer","Renaissance","1973"
"Nachlass Richard Krautheimer","Renaissance","1974"
"Nachlass Richard Krautheimer","Renaissance","1975"
"Nachlass Richard Krautheimer","Renaissance","1976"
"Nachlass Richard Krautheimer","Renaissance","1977"
"Nachlass Richard Krautheimer","Renaissance","1978"
"Nachlass Richard Krautheimer","Renaissance","1979"
"Nachlass Richard Krautheimer","Renaissance","1980"
"Nachlass Richard Krautheimer","Renaissance","1981"
"Nachlass Richard Krautheimer","Renaissance","1982"
"Nachlass Richard Krautheimer","Renaissance","1983"
"Nachlass Richard Krautheimer","Renaissance","1984"
"Nachlass Richard Krautheimer","Renaissance","1985"
"Nachlass Richard Krautheimer","Renaissance","1986"
"Nachlass Richard Krautheimer","Renaissance","1987"
"Nachlass Richard Krautheimer","Renaissance","1988"
"Nachlass Richard Krautheimer","Renaissance","1989"
"Nachlass Richard Krautheimer","Renaissance","1990"
"Nachlass Richard Krautheimer","Renaissance","1991"
"Nachlass Richard Krautheimer","Renaissance","1992"
"Nachlass Richard Krautheimer","Renaissance","1993"
"Nachlass Richard Krautheimer","Renaissance","1994"
"Nachlass Richard Krautheimer","Renaissance","1995"
"Nachlass Richard Krautheimer","Renaissance","1996"
"Nachlass Richard Krautheimer","Renaissance","1997"
"Nachlass Richard Krautheimer","Renaissance","1998"
"Nachlass Richard Krautheimer","Renaissance","1999"
"Nachlass Richard Krautheimer","Renaissance","2000"
"Nachlass Richard Krautheimer","Renaissance","2001"
"Nachlass Richard Krautheimer","Renaissance","2002"
"Nachlass Richard Krautheimer","Renaissance","2003"
"Nachlass Wolfgang Lotz","Renaissance","1936"
"Nachlass Wolfgang Lotz","Renaissance","1937"
"Nachlass Wolfgang Lotz","Renaissance","1938"
"Nachlass Wolfgang Lotz","Renaissance","1939"
"Nachlass Wolfgang Lotz","Renaissance","1940"
"Nachlass Wolfgang Lotz","Renaissance","1941"
"Nachlass Wolfgang Lotz","Renaissance","1942"
"Nachlass Wolfgang Lotz","Renaissance","1943"
"Nachlass Wolfgang Lotz","Renaissance","1944"
"Nachlass Wolfgang Lotz","Renaissance","1945"
"Nachlass Wolfgang Lotz","Renaissance","1946"
"Nachlass Wolfgang Lotz","Renaissance","1947"
"Nachlass Wolfgang Lotz","Renaissance","1948"
"Nachlass Wolfgang Lotz","Renaissance","1949"
"Nachlass Wolfgang Lotz","Renaissance","1950"
"Nachlass Wolfgang Lotz","Renaissance","1951"
"Nachlass Wolfgang Lotz","Renaissance","1952"
"Nachlass Wolfgang Lotz","Renaissance","1953"
"Nachlass Wolfgang Lotz","Renaissance","1954"
"Nachlass Wolfgang Lotz","Renaissance","1955"
"Nachlass Wolfgang Lotz","Renaissance","1956"
"Nachlass Wolfgang Lotz","Renaissance","1957"
"Nachlass Wolfgang Lotz","Renaissance","1958"
"Nachlass Wolfgang Lotz","Renaissance","1959"
"Nachlass Wolfgang Lotz","Renaissance","1960"
"Nachlass Wolfgang Lotz","Renaissance","1961"
"Nachlass Wolfgang Lotz","Renaissance","1962"
"Nachlass Wolfgang Lotz","Renaissance","1963"
"Nachlass Wolfgang Lotz","Renaissance","1964"
"Nachlass Wolfgang Lotz","Renaissance","1965"
"Nachlass Wolfgang Lotz","Renaissance","1966"
"Nachlass Wolfgang Lotz","Renaissance","1967"
"Nachlass Wolfgang Lotz","Renaissance","1968"
"Nachlass Wolfgang Lotz","Renaissance","1969"
"Nachlass Wolfgang Lotz","Renaissance","1970"
"Nachlass Wolfgang Lotz","Renaissance","1971"
"Nachlass Wolfgang Lotz","Renaissance","1972"
"Nachlass Wolfgang Lotz","Renaissance","1973"
"Nachlass Wolfgang Lotz","Renaissance","1974"
"Nachlass Wolfgang Lotz","Renaissance","1975"
"Nachlass Wolfgang Lotz","Renaissance","1976"
"Nachlass Wolfgang Lotz","Renaissance","1977"
"Nachlass Wolfgang Lotz","Renaissance","1978"
"Nachlass Wolfgang Lotz","Renaissance","1979"
"Nachlass Wolfgang Lotz","Renaissance","1980"
"Nachlass Wolfgang Lotz","Renaissance","1981"
"Leo Steinberg research papers","Renaissance","1945"
"Leo Steinberg research papers","Renaissance","1946"
"Leo Steinberg research papers","Renaissance","1947"
"Leo Steinberg research papers","Renaissance","1948"
"Leo Steinberg research papers","Renaissance","1949"
"Leo Steinberg research papers","Renaissance","1950"
"Leo Steinberg research papers","Renaissance","1951"
"Leo Steinberg research papers","Renaissance","1952"
"Leo Steinberg research papers","Renaissance","1953"
"Leo Steinberg research papers","Renaissance","1954"
"Leo Steinberg research papers","Renaissance","1955"
"Leo Steinberg research papers","Renaissance","1956"
"Leo Steinberg research papers","Renaissance","1957"
"Leo Steinberg research papers","Renaissance","1958"
"Leo Steinberg research papers","Renaissance","1959"
"Leo Steinberg research papers","Renaissance","1960"
"Leo Steinberg research papers","Renaissance","1961"
"Leo Steinberg research papers","Renaissance","1962"
"Leo Steinberg research papers","Renaissance","1963"
"Leo Steinberg research papers","Renaissance","1964"
"Leo Steinberg research papers","Renaissance","1965"
"Leo Steinberg research papers","Renaissance","1966"
"Leo Steinberg research papers","Renaissance","1967"
"Leo Steinberg research papers","Renaissance","1968"
"Leo Steinberg research papers","Renaissance","1969"
"Leo Steinberg research papers","Renaissance","1970"
"Leo Steinberg research papers","Renaissance","1971"
"Leo Steinberg research papers","Renaissance","1972"
"Leo Steinberg research papers","Renaissance","1973"
"Leo Steinberg research papers","Renaissance","1974"
"Leo Steinberg research papers","Renaissance","1975"
"Leo Steinberg research papers","Renaissance","1976"
"Leo Steinberg research papers","Renaissance","1977"
"Leo Steinberg research papers","Renaissance","1978"
"Leo Steinberg research papers","Renaissance","1979"
"Leo Steinberg research papers","Renaissance","1980"
"Leo Steinberg research papers","Renaissance","1981"
"Leo Steinberg research papers","Renaissance","1982"
"Leo Steinberg research papers","Renaissance","1983"
"Leo Steinberg research papers","Renaissance","1984"
"Leo Steinberg research papers","Renaissance","1985"
"Leo Steinberg research papers","Renaissance","1986"
"Leo Steinberg research papers","Renaissance","1987"
"Leo Steinberg research papers","Renaissance","1988"
"Leo Steinberg research papers","Renaissance","1989"
"Leo Steinberg research papers","Renaissance","1990"
"Leo Steinberg research papers","Renaissance","1991"
"Leo Steinberg research papers","Renaissance","1992"
"Leo Steinberg research papers","Renaissance","1993"
"Leo Steinberg research papers","Renaissance","1994"
"Leo Steinberg research papers","Renaissance","1995"
"Leo Steinberg research papers","Renaissance","1996"
"Fototeca Julian Kliemann","Renaissance","1985"
"Fototeca Julian Kliemann","Renaissance","1986"
"Fototeca Julian Kliemann","Renaissance","1987"
"Fototeca Julian Kliemann","Renaissance","1988"
"Fototeca Julian Kliemann","Renaissance","1989"
"Fototeca Julian Kliemann","Renaissance","1990"
"Fototeca Julian Kliemann","Renaissance","1991"
"Fototeca Julian Kliemann","Renaissance","1992"
"Fototeca Julian Kliemann","Renaissance","1993"
"Fototeca Julian Kliemann","Renaissance","1994"
"Fototeca Julian Kliemann","Renaissance","1995"
"Fototeca Julian Kliemann","Renaissance","1996"
"Fototeca Julian Kliemann","Renaissance","1997"
"Fototeca Julian Kliemann","Renaissance","1998"
"Fototeca Julian Kliemann","Renaissance","1999"
"Fototeca Julian Kliemann","Renaissance","2000"
"Fototeca Julian Kliemann","Renaissance","2001"
"Fototeca Julian Kliemann","Renaissance","2002"
"Fototeca Julian Kliemann","Renaissance","2003"
"Fototeca Julian Kliemann","Renaissance","2004"
"Fototeca Julian Kliemann","Renaissance","2005"
"Fototeca Julian Kliemann","Renaissance","2006"
"Fototeca Julian Kliemann","Renaissance","2007"
"Fototeca Julian Kliemann","Renaissance","2008"
"Fototeca Julian Kliemann","Renaissance","2009"
"Fototeca Julian Kliemann","Renaissance","2010"
"Fototeca Julian Kliemann","Renaissance","2011"
"Fototeca Julian Kliemann","Renaissance","2012"
"Fototeca Julian Kliemann","Renaissance","2013"
"Fototeca Julian Kliemann","Renaissance","2014"
"Fototeca Julian Kliemann","Renaissance","2015"
"Nachlass Ernst Steinmann","Renaissance","1912"
"Nachlass Ernst Steinmann","Renaissance","1913"
"Nachlass Ernst Steinmann","Renaissance","1914"
"Nachlass Ernst Steinmann","Renaissance","1915"
"Nachlass Ernst Steinmann","Renaissance","1916"
"Nachlass Ernst Steinmann","Renaissance","1917"
"Nachlass Ernst Steinmann","Renaissance","1918"
"Nachlass Ernst Steinmann","Renaissance","1919"
"Nachlass Ernst Steinmann","Renaissance","1920"
"Nachlass Ernst Steinmann","Renaissance","1921"
"Nachlass Ernst Steinmann","Renaissance","1922"
"Nachlass Ernst Steinmann","Renaissance","1923"
"Nachlass Ernst Steinmann","Renaissance","1924"
"Nachlass Ernst Steinmann","Renaissance","1925"
"Nachlass Ernst Steinmann","Renaissance","1926"
"Nachlass Ernst Steinmann","Renaissance","1927"
"Nachlass Ernst Steinmann","Renaissance","1928"
"Nachlass Ernst Steinmann","Renaissance","1929"
"Nachlass Ernst Steinmann","Renaissance","1930"
"Nachlass Ernst Steinmann","Renaissance","1931"
"Nachlass Ernst Steinmann","Renaissance","1932"
"Nachlass Ernst Steinmann","Renaissance","1933"
"Nachlass Ernst Steinmann","Renaissance","1934"
"Nachlass Ernst Steinmann","Renaissance","1935"
"Nachlass Ernst Steinmann","Renaissance","1936"
"Nachlass Ernst Steinmann","Renaissance","1937"
"Nachlass Ernst Steinmann","Renaissance","1938"
"Nachlass Ernst Steinmann","Renaissance","1939"
"Nachlass Ernst Steinmann","Renaissance","1940"
"Nachlass Ernst Steinmann","Renaissance","1941"
"Nachlass Ernst Steinmann","Renaissance","1942"
"Nachlass Ernst Steinmann","Renaissance","1943"
"Nachlass Ernst Steinmann","Renaissance","1944"
"Nachlass Ernst Steinmann","Renaissance","1945"
"Nachlass Ernst Steinmann","Renaissance","1946"
"Nachlass Ernst Steinmann","Renaissance","1947"
"Nachlass Ernst Steinmann","Renaissance","1948"
"Nachlass Ernst Steinmann","Renaissance","1949"
"Nachlass Ernst Steinmann","Renaissance","1950"
"Nachlass Ernst Steinmann","Renaissance","1951"
"Nachlass Ernst Steinmann","Renaissance","1952"
"Nachlass Ernst Steinmann","Renaissance","1953"
"Nachlass Ernst Steinmann","Renaissance","1954"
"Nachlass Ernst Steinmann","Renaissance","1955"
"Nachlass Ernst Steinmann","Renaissance","1956"
"Nachlass Ernst Steinmann","Renaissance","1957"
"Nachlass Ernst Steinmann","Renaissance","1958"
"Nachlass Ernst Steinmann","Renaissance","1959"
"Nachlass Ernst Steinmann","Renaissance","1960"
"Nachlass Ernst Steinmann","Renaissance","1961"
"Nachlass Ernst Steinmann","Renaissance","1962"
"Nachlass Ernst Steinmann","Renaissance","1963"
"Nachlass Ernst Steinmann","Renaissance","1964"
"Nachlass Ernst Steinmann","Renaissance","1965"
"Nachlass Ernst Steinmann","Renaissance","1966"
"Nachlass Ernst Steinmann","Renaissance","1967"
"Nachlass Ernst Steinmann","Renaissance","1968"
"Nachlass Ernst Steinmann","Renaissance","1969"
"Nachlass Ernst Steinmann","Renaissance","1970"
"Nachlass Ernst Steinmann","Renaissance","1971"
"Nachlass Ernst Steinmann","Renaissance","1972"
"Nachlass Ernst Steinmann","Renaissance","1973"
"Nachlass Ernst Steinmann","Renaissance","1974"
"Nachlass Ernst Steinmann","Renaissance","1975"
"Nachlass Ernst Steinmann","Renaissance","1976"
"Nachlass Ernst Steinmann","Renaissance","1977"
"Nachlass Ernst Steinmann","Renaissance","1978"
"Nachlass Ernst Steinmann","Renaissance","1979"
"Nachlass Ernst Steinmann","Renaissance","1980"
"Nachlass Ernst Steinmann","Renaissance","1981"
"Nachlass Ernst Steinmann","Renaissance","1982"
"Nachlass Ernst Steinmann","Renaissance","1983"
"Nachlass Ernst Steinmann","Renaissance","1984"
"Nachlass Ernst Steinmann","Renaissance","1985"
"Nachlass Ernst Steinmann","Renaissance","1986"
"Nachlass Ernst Steinmann","Renaissance","1987"
"Nachlass Ernst Steinmann","Renaissance","1988"
"Nachlass Ernst Steinmann","Renaissance","1989"
"Nachlass Ernst Steinmann","Renaissance","1990"
"Nachlass Ernst Steinmann","Renaissance","1991"
"Nachlass Ernst Steinmann","Renaissance","1992"
"John Pope-Hennessy papers","Renaissance","1617"
"John Pope-Hennessy papers","Renaissance","1618"
"John Pope-Hennessy papers","Renaissance","1619"
"John Pope-Hennessy papers","Renaissance","1620"
"John Pope-Hennessy papers","Renaissance","1621"
"John Pope-Hennessy papers","Renaissance","1622"
"John Pope-Hennessy papers","Renaissance","1623"
"John Pope-Hennessy papers","Renaissance","1624"
"John Pope-Hennessy papers","Renaissance","1625"
"John Pope-Hennessy papers","Renaissance","1626"
"John Pope-Hennessy papers","Renaissance","1627"
"John Pope-Hennessy papers","Renaissance","1628"
"John Pope-Hennessy papers","Renaissance","1629"
"John Pope-Hennessy papers","Renaissance","1630"
"John Pope-Hennessy papers","Renaissance","1631"
"John Pope-Hennessy papers","Renaissance","1632"
"John Pope-Hennessy papers","Renaissance","1633"
"John Pope-Hennessy papers","Renaissance","1634"
"John Pope-Hennessy papers","Renaissance","1635"
"John Pope-Hennessy papers","Renaissance","1636"
"John Pope-Hennessy papers","Renaissance","1637"
"John Pope-Hennessy papers","Renaissance","1638"
"John Pope-Hennessy papers","Renaissance","1639"
"John Pope-Hennessy papers","Renaissance","1640"
"John Pope-Hennessy papers","Renaissance","1641"
"John Pope-Hennessy papers","Renaissance","1642"
"John Pope-Hennessy papers","Renaissance","1643"
"John Pope-Hennessy papers","Renaissance","1644"
"John Pope-Hennessy papers","Renaissance","1645"
"John Pope-Hennessy papers","Renaissance","1646"
"John Pope-Hennessy papers","Renaissance","1647"
"John Pope-Hennessy papers","Renaissance","1648"
"John Pope-Hennessy papers","Renaissance","1649"
"John Pope-Hennessy papers","Renaissance","1650"
"John Pope-Hennessy papers","Renaissance","1651"
"John Pope-Hennessy papers","Renaissance","1652"
"John Pope-Hennessy papers","Renaissance","1653"
"John Pope-Hennessy papers","Renaissance","1654"
"John Pope-Hennessy papers","Renaissance","1655"
"John Pope-Hennessy papers","Renaissance","1656"
"John Pope-Hennessy papers","Renaissance","1657"
"John Pope-Hennessy papers","Renaissance","1658"
"John Pope-Hennessy papers","Renaissance","1659"
"John Pope-Hennessy papers","Renaissance","1660"
"John Pope-Hennessy papers","Renaissance","1661"
"John Pope-Hennessy papers","Renaissance","1662"
"John Pope-Hennessy papers","Renaissance","1663"
"John Pope-Hennessy papers","Renaissance","1664"
"John Pope-Hennessy papers","Renaissance","1665"
"John Pope-Hennessy papers","Renaissance","1666"
"John Pope-Hennessy papers","Renaissance","1667"
"John Pope-Hennessy papers","Renaissance","1668"
"John Pope-Hennessy papers","Renaissance","1669"
"John Pope-Hennessy papers","Renaissance","1670"
"John Pope-Hennessy papers","Renaissance","1671"
"John Pope-Hennessy papers","Renaissance","1672"
"John Pope-Hennessy papers","Renaissance","1673"
"John Pope-Hennessy papers","Renaissance","1674"
"John Pope-Hennessy papers","Renaissance","1675"
"John Pope-Hennessy papers","Renaissance","1676"
"John Pope-Hennessy papers","Renaissance","1677"
"John Pope-Hennessy papers","Renaissance","1678"
"John Pope-Hennessy papers","Renaissance","1679"
"John Pope-Hennessy papers","Renaissance","1680"
"John Pope-Hennessy papers","Renaissance","1681"
"John Pope-Hennessy papers","Renaissance","1682"
"John Pope-Hennessy papers","Renaissance","1683"
"John Pope-Hennessy papers","Renaissance","1684"
"John Pope-Hennessy papers","Renaissance","1685"
"John Pope-Hennessy papers","Renaissance","1686"
"John Pope-Hennessy papers","Renaissance","1687"
"John Pope-Hennessy papers","Renaissance","1688"
"John Pope-Hennessy papers","Renaissance","1689"
"John Pope-Hennessy papers","Renaissance","1690"
"John Pope-Hennessy papers","Renaissance","1691"
"John Pope-Hennessy papers","Renaissance","1692"
"John Pope-Hennessy papers","Renaissance","1693"
"John Pope-Hennessy papers","Renaissance","1694"
"John Pope-Hennessy papers","Renaissance","1695"
"John Pope-Hennessy papers","Renaissance","1696"
"John Pope-Hennessy papers","Renaissance","1697"
"John Pope-Hennessy papers","Renaissance","1698"
"John Pope-Hennessy papers","Renaissance","1699"
"John Pope-Hennessy papers","Renaissance","1700"
"John Pope-Hennessy papers","Renaissance","1701"
"John Pope-Hennessy papers","Renaissance","1702"
"John Pope-Hennessy papers","Renaissance","1703"
"John Pope-Hennessy papers","Renaissance","1704"
"John Pope-Hennessy papers","Renaissance","1705"
"John Pope-Hennessy papers","Renaissance","1706"
"John Pope-Hennessy papers","Renaissance","1707"
"John Pope-Hennessy papers","Renaissance","1708"
"John Pope-Hennessy papers","Renaissance","1709"
"John Pope-Hennessy papers","Renaissance","1710"
"John Pope-Hennessy papers","Renaissance","1711"
"John Pope-Hennessy papers","Renaissance","1712"
"John Pope-Hennessy papers","Renaissance","1713"
"John Pope-Hennessy papers","Renaissance","1714"
"John Pope-Hennessy papers","Renaissance","1715"
"John Pope-Hennessy papers","Renaissance","1716"
"John Pope-Hennessy papers","Renaissance","1717"
"John Pope-Hennessy papers","Renaissance","1718"
"John Pope-Hennessy papers","Renaissance","1719"
"John Pope-Hennessy papers","Renaissance","1720"
"John Pope-Hennessy papers","Renaissance","1721"
"John Pope-Hennessy papers","Renaissance","1722"
"John Pope-Hennessy papers","Renaissance","1723"
"John Pope-Hennessy papers","Renaissance","1724"
"John Pope-Hennessy papers","Renaissance","1725"
"John Pope-Hennessy papers","Renaissance","1726"
"John Pope-Hennessy papers","Renaissance","1727"
"John Pope-Hennessy papers","Renaissance","1728"
"John Pope-Hennessy papers","Renaissance","1729"
"John Pope-Hennessy papers","Renaissance","1730"
"John Pope-Hennessy papers","Renaissance","1731"
"John Pope-Hennessy papers","Renaissance","1732"
"John Pope-Hennessy papers","Renaissance","1733"
"John Pope-Hennessy papers","Renaissance","1734"
"John Pope-Hennessy papers","Renaissance","1735"
"John Pope-Hennessy papers","Renaissance","1736"
"John Pope-Hennessy papers","Renaissance","1737"
"John Pope-Hennessy papers","Renaissance","1738"
"John Pope-Hennessy papers","Renaissance","1739"
"John Pope-Hennessy papers","Renaissance","1740"
"John Pope-Hennessy papers","Renaissance","1741"
"John Pope-Hennessy papers","Renaissance","1742"
"John Pope-Hennessy papers","Renaissance","1743"
"John Pope-Hennessy papers","Renaissance","1744"
"John Pope-Hennessy papers","Renaissance","1745"
"John Pope-Hennessy papers","Renaissance","1746"
"John Pope-Hennessy papers","Renaissance","1747"
"John Pope-Hennessy papers","Renaissance","1748"
"John Pope-Hennessy papers","Renaissance","1749"
"John Pope-Hennessy papers","Renaissance","1750"
"John Pope-Hennessy papers","Renaissance","1751"
"John Pope-Hennessy papers","Renaissance","1752"
"John Pope-Hennessy papers","Renaissance","1753"
"John Pope-Hennessy papers","Renaissance","1754"
"John Pope-Hennessy papers","Renaissance","1755"
"John Pope-Hennessy papers","Renaissance","1756"
"John Pope-Hennessy papers","Renaissance","1757"
"John Pope-Hennessy papers","Renaissance","1758"
"John Pope-Hennessy papers","Renaissance","1759"
"John Pope-Hennessy papers","Renaissance","1760"
"John Pope-Hennessy papers","Renaissance","1761"
"John Pope-Hennessy papers","Renaissance","1762"
"John Pope-Hennessy papers","Renaissance","1763"
"John Pope-Hennessy papers","Renaissance","1764"
"John Pope-Hennessy papers","Renaissance","1765"
"John Pope-Hennessy papers","Renaissance","1766"
"John Pope-Hennessy papers","Renaissance","1767"
"John Pope-Hennessy papers","Renaissance","1768"
"John Pope-Hennessy papers","Renaissance","1769"
"John Pope-Hennessy papers","Renaissance","1770"
"John Pope-Hennessy papers","Renaissance","1771"
"John Pope-Hennessy papers","Renaissance","1772"
"John Pope-Hennessy papers","Renaissance","1773"
"John Pope-Hennessy papers","Renaissance","1774"
"John Pope-Hennessy papers","Renaissance","1775"
"John Pope-Hennessy papers","Renaissance","1776"
"John Pope-Hennessy papers","Renaissance","1777"
"John Pope-Hennessy papers","Renaissance","1778"
"John Pope-Hennessy papers","Renaissance","1779"
"John Pope-Hennessy papers","Renaissance","1780"
"John Pope-Hennessy papers","Renaissance","1781"
"John Pope-Hennessy papers","Renaissance","1782"
"John Pope-Hennessy papers","Renaissance","1783"
"John Pope-Hennessy papers","Renaissance","1784"
"John Pope-Hennessy papers","Renaissance","1785"
"John Pope-Hennessy papers","Renaissance","1786"
"John Pope-Hennessy papers","Renaissance","1787"
"John Pope-Hennessy papers","Renaissance","1788"
"John Pope-Hennessy papers","Renaissance","1789"
"John Pope-Hennessy papers","Renaissance","1790"
"John Pope-Hennessy papers","Renaissance","1791"
"John Pope-Hennessy papers","Renaissance","1792"
"John Pope-Hennessy papers","Renaissance","1793"
"John Pope-Hennessy papers","Renaissance","1794"
"John Pope-Hennessy papers","Renaissance","1795"
"John Pope-Hennessy papers","Renaissance","1796"
"John Pope-Hennessy papers","Renaissance","1797"
"John Pope-Hennessy papers","Renaissance","1798"
"John Pope-Hennessy papers","Renaissance","1799"
"John Pope-Hennessy papers","Renaissance","1800"
"John Pope-Hennessy papers","Renaissance","1801"
"John Pope-Hennessy papers","Renaissance","1802"
"John Pope-Hennessy papers","Renaissance","1803"
"John Pope-Hennessy papers","Renaissance","1804"
"John Pope-Hennessy papers","Renaissance","1805"
"John Pope-Hennessy papers","Renaissance","1806"
"John Pope-Hennessy papers","Renaissance","1807"
"John Pope-Hennessy papers","Renaissance","1808"
"John Pope-Hennessy papers","Renaissance","1809"
"John Pope-Hennessy papers","Renaissance","1810"
"John Pope-Hennessy papers","Renaissance","1811"
"John Pope-Hennessy papers","Renaissance","1812"
"John Pope-Hennessy papers","Renaissance","1813"
"John Pope-Hennessy papers","Renaissance","1814"
"John Pope-Hennessy papers","Renaissance","1815"
"John Pope-Hennessy papers","Renaissance","1816"
"John Pope-Hennessy papers","Renaissance","1817"
"John Pope-Hennessy papers","Renaissance","1818"
"John Pope-Hennessy papers","Renaissance","1819"
"John Pope-Hennessy papers","Renaissance","1820"
"John Pope-Hennessy papers","Renaissance","1821"
"John Pope-Hennessy papers","Renaissance","1822"
"John Pope-Hennessy papers","Renaissance","1823"
"John Pope-Hennessy papers","Renaissance","1824"
"John Pope-Hennessy papers","Renaissance","1825"
"John Pope-Hennessy papers","Renaissance","1826"
"John Pope-Hennessy papers","Renaissance","1827"
"John Pope-Hennessy papers","Renaissance","1828"
"John Pope-Hennessy papers","Renaissance","1829"
"John Pope-Hennessy papers","Renaissance","1830"
"John Pope-Hennessy papers","Renaissance","1831"
"John Pope-Hennessy papers","Renaissance","1832"
"John Pope-Hennessy papers","Renaissance","1833"
"John Pope-Hennessy papers","Renaissance","1834"
"John Pope-Hennessy papers","Renaissance","1835"
"John Pope-Hennessy papers","Renaissance","1836"
"John Pope-Hennessy papers","Renaissance","1837"
"John Pope-Hennessy papers","Renaissance","1838"
"John Pope-Hennessy papers","Renaissance","1839"
"John Pope-Hennessy papers","Renaissance","1840"
"John Pope-Hennessy papers","Renaissance","1841"
"John Pope-Hennessy papers","Renaissance","1842"
"John Pope-Hennessy papers","Renaissance","1843"
"John Pope-Hennessy papers","Renaissance","1844"
"John Pope-Hennessy papers","Renaissance","1845"
"John Pope-Hennessy papers","Renaissance","1846"
"John Pope-Hennessy papers","Renaissance","1847"
"John Pope-Hennessy papers","Renaissance","1848"
"John Pope-Hennessy papers","Renaissance","1849"
"John Pope-Hennessy papers","Renaissance","1850"
"John Pope-Hennessy papers","Renaissance","1851"
"John Pope-Hennessy papers","Renaissance","1852"
"John Pope-Hennessy papers","Renaissance","1853"
"John Pope-Hennessy papers","Renaissance","1854"
"John Pope-Hennessy papers","Renaissance","1855"
"John Pope-Hennessy papers","Renaissance","1856"
"John Pope-Hennessy papers","Renaissance","1857"
"John Pope-Hennessy papers","Renaissance","1858"
"John Pope-Hennessy papers","Renaissance","1859"
"John Pope-Hennessy papers","Renaissance","1860"
"John Pope-Hennessy papers","Renaissance","1861"
"John Pope-Hennessy papers","Renaissance","1862"
"John Pope-Hennessy papers","Renaissance","1863"
"John Pope-Hennessy papers","Renaissance","1864"
"John Pope-Hennessy papers","Renaissance","1865"
"John Pope-Hennessy papers","Renaissance","1866"
"John Pope-Hennessy papers","Renaissance","1867"
"John Pope-Hennessy papers","Renaissance","1868"
"John Pope-Hennessy papers","Renaissance","1869"
"John Pope-Hennessy papers","Renaissance","1870"
"John Pope-Hennessy papers","Renaissance","1871"
"John Pope-Hennessy papers","Renaissance","1872"
"John Pope-Hennessy papers","Renaissance","1873"
